advanced_priority_rank,state,city,station_name,current_aqi,current_aqi_category,forecast_aqi_next,forecast_aqi_category,forecast_aqi_change,forecast_trend,hotspot_status,advanced_priority_score,advanced_priority_category,health_exposure_risk_score,dispersion_index,satellite_aerosol_proxy_score,primary_pollution_source,recommended_intervention,lat,lon
310,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",300.0,Poor,313.2202698196355,Very Poor,13.220269819635519,Stable,Critical forecast hotspot,40.57,Moderate,44.04,44.74,22.29,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.417094,78.457437
311,Uttar Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",300.0,Poor,306.3498079881847,Very Poor,6.349807988184693,Stable,Critical forecast hotspot,40.53,Moderate,45.44,38.69,27.26,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.19412,77.96237
311,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",200.0,Moderate,212.52031147223155,Poor,12.520311472231555,Stable,High forecast hotspot,40.53,Moderate,36.51,73.89,22.74,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",30.269444,78.044167
312,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",323.85,Very Poor,325.78335190528657,Very Poor,1.9333519052865427,Stable,Critical forecast hotspot,40.49,Moderate,42.64,51.67,15.15,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",12.990328,77.5431385
313,West Bengal,Howrah,"Belur Math, Howrah - WBPCB",256.96,Poor,266.611604962117,Poor,9.651604962117005,Stable,High forecast hotspot,40.36,Moderate,36.34,69.3,16.66,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.629801,88.352017
314,Andhra Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",271.3,Poor,302.8973136534546,Very Poor,31.59731365345459,Increasing,Critical forecast hotspot,40.21,Moderate,40.67,43.34,27.87,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",16.316553,80.413302
315,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",312.13,Very Poor,328.4092961551809,Very Poor,16.27929615518093,Stable,Critical forecast hotspot,40.19,Moderate,42.76,51.03,13.95,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.9767,72.838
316,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",353.14,Very Poor,353.55763953207304,Very Poor,0.4176395320730535,Stable,Critical forecast hotspot,39.97,Low,45.67,43.66,11.96,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",18.547056,73.826908
317,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",347.28,Very Poor,356.4521557462863,Very Poor,9.172155746286307,Stable,Critical forecast hotspot,39.85,Low,48.12,34.99,15.96,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",28.498571,77.26484
318,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",323.85,Very Poor,322.8233945087797,Very Poor,-1.026605491220323,Stable,Critical forecast hotspot,39.75,Low,42.04,42.33,21.95,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.173852,77.296291
319,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",306.27,Very Poor,329.7768274144495,Very Poor,23.506827414449504,Stable,Critical forecast hotspot,39.68,Low,45.71,23.62,33.04,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.506177,77.025989
320,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB",341.42,Very Poor,346.637438778878,Very Poor,5.217438778877977,Stable,Critical forecast hotspot,39.37,Low,45.59,29.06,24.18,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.8175497,91.2726974
321,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",242.61,Poor,236.7562589112743,Poor,-5.853741088725712,Stable,High forecast hotspot,39.33,Low,36.21,68.47,18.76,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.1209,85.3647
322,Uttar Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",323.85,Very Poor,323.70098141737867,Very Poor,-0.14901858262135192,Stable,Critical forecast hotspot,39.19,Low,43.8,39.02,20.73,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.168897,78.37696
323,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",306.27,Very Poor,306.4581969079328,Very Poor,0.18819690793282007,Stable,Critical forecast hotspot,39.15,Low,43.19,38.06,25.27,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.528544,78.286195
324,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",341.42,Very Poor,349.05843756516845,Very Poor,7.638437565168431,Stable,Critical forecast hotspot,39.12,Low,46.07,24.06,26.75,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",26.203442,78.193251
325,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",304.07,Very Poor,305.0617058292992,Very Poor,0.9917058292992351,Stable,Critical forecast hotspot,39.07,Low,48.46,15.12,38.93,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.060249,76.113115
326,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",329.7,Very Poor,326.5241282823438,Very Poor,-3.1758717176562072,Stable,Critical forecast hotspot,39.01,Low,42.26,40.38,19.89,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",11.55358,76.55521
327,Andhra Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",317.99,Very Poor,343.04371110270046,Very Poor,25.053711102700447,Increasing,Critical forecast hotspot,38.98,Low,43.89,30.5,23.92,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",16.186555,81.13219
328,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",312.13,Very Poor,309.6133898529771,Very Poor,-2.5166101470229023,Stable,Critical forecast hotspot,38.9,Low,41.41,51.03,13.99,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.0364585,72.8954371
329,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",271.3,Poor,280.69233700287305,Poor,9.392337002873035,Stable,High forecast hotspot,38.81,Low,36.91,61.05,15.11,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",22.265816,86.174829
330,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",329.7,Very Poor,328.4747491486644,Very Poor,-1.225250851335602,Stable,Critical forecast hotspot,38.79,Low,44.87,40.93,15.4,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",20.0073285,73.7762427
331,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",306.27,Very Poor,305.52490922341013,Very Poor,-0.7450907765898478,Stable,Critical forecast hotspot,38.72,Low,40.56,51.03,15.13,Vehicular traffic,"Immediate intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",19.047,72.8746
332,West Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",285.65,Poor,289.0545722117665,Poor,3.404572211766549,Stable,High forecast hotspot,38.69,Low,40.26,48.42,20.7,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.685297,86.945968
333,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",285.65,Poor,303.5581784585227,Very Poor,17.90817845852274,Stable,Critical forecast hotspot,38.58,Low,40.21,42.78,22.72,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.0243902,73.0406721
334,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",347.28,Very Poor,344.65174623936315,Very Poor,-2.6282537606368237,Stable,Critical forecast hotspot,38.43,Low,42.67,34.7,19.11,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",13.428828,77.731418
335,West Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",30.0,Good,490.0747070296515,Severe,460.0747070296515,Increasing,Critical forecast hotspot,38.05,Low,29.65,41.99,12.57,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",23.567923,87.306843
336,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",271.3,Poor,274.25774388286817,Poor,2.957743882868158,Stable,High forecast hotspot,38.0,Low,39.28,49.54,20.88,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",21.121801,79.04952
337,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",317.99,Very Poor,314.1439420781877,Very Poor,-3.846057921812303,Stable,Critical forecast hotspot,37.9,Low,41.32,48.62,11.64,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",23.221714,72.654328
338,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",271.3,Poor,265.5073091540362,Poor,-5.7926908459638184,Stable,High forecast hotspot,37.86,Low,36.5,63.94,11.86,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",34.066206,74.81982
339,Uttar Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",256.96,Poor,262.0436489368969,Poor,5.083648936896907,Stable,High forecast hotspot,37.84,Low,37.59,47.7,26.08,Photochemical smog,"High-priority intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",28.964949,77.278761
339,Maharashtra,Ulhasnagar,"Vithalwadi, Ulhasnagar - MPCB",329.7,Very Poor,327.261847064223,Very Poor,-2.4381529357769978,Stable,Critical forecast hotspot,37.84,Low,40.94,45.17,12.64,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",19.2307571,73.155192
340,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",312.13,Very Poor,314.02529784214244,Very Poor,1.8952978421424405,Stable,Critical forecast hotspot,37.79,Low,46.36,24.51,27.39,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",28.806223,76.141105
341,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",300.0,Poor,314.92356893585105,Very Poor,14.923568935851051,Stable,Critical forecast hotspot,37.71,Low,39.23,51.6,10.63,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.296481,72.840923
342,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",91.0,Satisfactory,374.6895245899469,Very Poor,283.6895245899469,Increasing,Critical forecast hotspot,37.69,Low,30.79,39.51,24.04,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",23.233584,77.400574
343,West Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",306.27,Very Poor,303.5302371253072,Very Poor,-2.739762874692758,Stable,Critical forecast hotspot,37.61,Low,38.9,41.99,21.24,Biomass / fine-particle combustion,"Immediate intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",23.549395,87.300496
344,Uttar Pradesh,Mathura,"Pali Dungra, Mathura - UPPCB",300.0,Poor,308.47676254488,Very Poor,8.476762544879989,Stable,Critical forecast hotspot,37.42,Low,42.33,33.62,23.35,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.410954,77.550619
345,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB",271.3,Poor,294.76243973757164,Poor,23.46243973757163,Stable,High forecast hotspot,37.37,Low,39.52,43.98,19.52,Vehicular traffic,"High-priority intervention: Implement traffic flow control, reduce idling zones, strengthen public transport diversion, and prioritize roadside monitoring.",17.470431,78.566959
346,Uttar Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",114.66,Moderate,314.114328634383,Very Poor,199.45432863438302,Increasing,Critical forecast hotspot,37.32,Low,30.47,44.16,25.31,Construction / road dust,"Immediate intervention: Apply dust suppression, cover construction material, clean road dust, and enforce construction-site controls.",28.725645,77.749675
347,Uttar Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",256.96,Poor,265.3049953571436,Poor,8.344995357143603,Stable,High forecast hotspot,37.24,Low,35.08,61.89,13.34,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",25.44919916,81.82735986
348,Rajasthan,Khairthal,"New Anaj Mandi, Khairthal - RSPCB",306.27,Very Poor,309.2670146538914,Very Poor,2.9970146538914264,Stable,Critical forecast hotspot,37.23,Low,44.92,19.87,31.93,Photochemical smog,"Immediate intervention: Control NOx and VOC sources, reduce peak-hour emissions, and issue ozone/smog exposure advisories.",27.8015617,76.6365217
349,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",228.26,Poor,264.2608022996484,Poor,36.0008022996484,Increasing,High forecast hotspot,37.1,Low,34.08,54.43,20.75,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",19.309073,73.057223
350,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",271.3,Poor,272.6648683507349,Poor,1.3648683507348665,Stable,High forecast hotspot,37.0,Low,36.67,47.14,22.58,Biomass / fine-particle combustion,"High-priority intervention: Track open burning, control biomass combustion sources, increase public alerts, and strengthen fine-particle monitoring.",13.328028,75.797056
